name,price,original_price,discount,review_count,seller,availability,badges,link,category
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694623.html,mode-male
Defacto Ensemble de 3 Boxers Tricotés Coupe Regular pour Homme Jeune - Gris,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-ensemble-de-3-boxers-tricotes-coupe-regular-pour-homme-jeune-gris-64883218.html,mode-male
Defacto Chemise à manches courtes tissée à col relax fit pour homme - Vert,139.00 Dhs - 249.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-col-relax-fit-pour-homme-vert-64798970.html,mode-male
Defacto Short de bain Nathan de la collection spéciale pour homme - Marine,99.00 Dhs - 139.00 Dhs,249.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-short-de-bain-nathan-de-la-collection-speciale-pour-homme-marine-64798810.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694627.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694624.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Noir,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-noir-65694625.html,mode-male
Defacto Lot de 3 Boxers Homme Coupe Classique en Maille - Bordeaux,99.00 Dhs,149.00 Dhs - 150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-homme-coupe-classique-en-maille-bordeaux-65651587.html,mode-male
"Defacto T-shirt homme en maille, col rond, manches longues, coupe slim – Marine",79.00 Dhs,199.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-t-shirt-homme-en-maille-col-rond-manches-longues-coupe-slim-marine-65625969.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Noir,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-noir-65694628.html,mode-male
T- Shirt Noir 100% Coton Mixte,59.00 Dhs,99.00 Dhs,40%,3.6,Jumia,Available,['40%'],https://www.jumia.ma/generic-t-shirt-noir-100-coton-mixte-65122256.html,mode-male
Tommy Hilfiger T-shirt rouge pour homme,380.00 Dhs,,,5,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/tommy-hilfiger-t-shirt-rouge-pour-homme-66559625.html,mode-male
"Débardeur noir sans manches stylisé pour sport gym , fitness",35.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-debardeur-noir-sans-manches-stylise-pour-sport-gym-fitness-65976235.html,mode-male
Dice 6 boxers pour homme,124.00 Dhs,240.00 Dhs,48%,4,Jumia,Available,"['Boutique Officielle', '48%']",https://www.jumia.ma/dice-6-boxers-pour-homme-62600492.html,mode-male
Defacto Short de bain Luke de la collection spéciale pour homme - Vert,139.00 Dhs,199.00 Dhs,30%,2,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-short-de-bain-luke-de-la-collection-speciale-pour-homme-vert-64798807.html,mode-male
Red Cotton PACK DE 1 COL O T-SHIRT,49.00 Dhs,100.00 Dhs,51%,4,Jumia,Available,"['Boutique Officielle', '51%']",https://www.jumia.ma/red-cotton-pack-de-1-col-o-t-shirt-65795655.html,mode-male
Red Cotton MEN T-SHIRT,69.00 Dhs,139.00 Dhs,50%,0,Jumia,Available,"['Boutique Officielle', '50%']",https://www.jumia.ma/red-cotton-men-t-shirt-66536168.html,mode-male
Koton Short Homme -Bleu,79.00 Dhs - 89.00 Dhs,229.00 Dhs,66%,5,Jumia,Available,"['Boutique Officielle', '66%']",https://www.jumia.ma/koton-short-homme-bleu-65098894.html,mode-male
Red Cotton pyjama short en gris pour homme,159.00 Dhs,259.00 Dhs,39%,0,Jumia,Available,"['Boutique Officielle', '39%']",https://www.jumia.ma/red-cotton-pyjama-short-en-gris-pour-homme-66566407.html,mode-male
Biendell Short /Bien sportif noir pour homme,75.00 Dhs - 79.00 Dhs,300.00 Dhs,75%,3.3,Jumia,Available,['75%'],https://www.jumia.ma/biendell-short-bien-sportif-noir-pour-homme-53744557.html,mode-male
Tommy Hilfiger T-shirt noir pour homme,380.00 Dhs,,,0,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/tommy-hilfiger-t-shirt-noir-pour-homme-66559818.html,mode-male
Red Cotton PACK DE 3 BOXERS WHITE,75.00 Dhs,199.00 Dhs,62%,4.3,Jumia,Available,"['Boutique Officielle', '62%']",https://www.jumia.ma/red-cotton-pack-de-3-boxers-white-65843894.html,mode-male
Koton T-Shirt Noir Pour Homme,94.00 Dhs,199.00 Dhs,53%,4.4,Jumia,Available,"['Boutique Officielle', '53%']",https://www.jumia.ma/koton-t-shirt-noir-pour-homme-65965191.html,mode-male
Tommy Hilfiger T-shirt vert pour homme,380.00 Dhs,,,5,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/tommy-hilfiger-t-shirt-vert-pour-homme-66559821.html,mode-male
Defacto T-shirt basique 100% coton à col rond et manches courtes,59.00 Dhs,79.00 Dhs,25%,5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-basique-100-coton-a-col-rond-et-manches-courtes-66562505.html,mode-male
As Seen On Tv Slim Body Shaper Débardeur Minceur Pour Homme -Blanc,75.92 Dhs - 79.95 Dhs,79.95 Dhs,5%,3.6,Jumia,Available,['5%'],https://www.jumia.ma/as-seen-on-tv-slim-body-shaper-debardeur-minceur-pour-homme-blanc-47568194.html,mode-male
Defacto T-shirt basique 100% coton à col rond et manches courtes,59.00 Dhs,79.00 Dhs,25%,5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-basique-100-coton-a-col-rond-et-manches-courtes-66562469.html,mode-male
Defacto T-shirt basique à col rond et manches courtes Coupe régulière,59.00 Dhs,79.00 Dhs,25%,4.5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-basique-a-col-rond-et-manches-courtes-coupe-reguliere-66562477.html,mode-male
Defacto T-shirt basique à col rond et manches courtes Coupe régulière,59.00 Dhs,79.00 Dhs,25%,5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-basique-a-col-rond-et-manches-courtes-coupe-reguliere-66562483.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,3.8,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694627.html,mode-male
Reebok TE MELANGE TRAINING JOGGER PANTALONS HOMMES,254.00 Dhs,557.00 Dhs,54%,2.5,Jumia,Available,"['Boutique Officielle', '54%']",https://www.jumia.ma/reebok-te-melange-training-jogger-pantalons-hommes-65044429.html,mode-male
Combinaison de fitness sport 3PC pour hommes,159.00 Dhs,,,2.5,Jumia,Available,[],https://www.jumia.ma/generic-combinaison-de-fitness-sport-3pc-pour-hommes-66540317.html,mode-male
Defacto Lot de 3 boxers,99.00 Dhs,129.00 Dhs,23%,4,Jumia,Available,"['Boutique Officielle', '23%']",https://www.jumia.ma/defacto-lot-de-3-boxers-66161266.html,mode-male
Dice T-shirt col V à demis manches,49.00 Dhs,80.00 Dhs,39%,3.6,Jumia,Available,"['Boutique Officielle', '39%']",https://www.jumia.ma/dice-t-shirt-col-v-a-demis-manches-26778779.html,mode-male
Jacket Homme-Automne beige,99.00 Dhs,199.00 Dhs,50%,3.4,Jumia,Available,['50%'],https://www.jumia.ma/generic-jacket-homme-automne-beige-59753949.html,mode-male
Dice boxers pour homme,99.00 Dhs,200.00 Dhs,51%,4.2,Jumia,Available,"['Boutique Officielle', '51%']",https://www.jumia.ma/dice-boxers-pour-homme-48739468.html,mode-male
Defacto T-shirt imprimé à col rond et manches courtes Coupe régulière,69.00 Dhs,99.00 Dhs,30%,0,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-t-shirt-imprime-a-col-rond-et-manches-courtes-coupe-reguliere-66406417.html,mode-male
T-Shirt pour Homme - Blanc - Je N'ai Pas Besoin De Thérapie,69.00 Dhs,149.00 Dhs,54%,5,Jumia,Available,['54%'],https://www.jumia.ma/generic-t-shirt-pour-homme-blanc-je-nai-pas-besoin-de-therapie-53897370.html,mode-male
Tommy Hilfiger T-shirt bleu pour homme,430.00 Dhs,,,0,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/tommy-hilfiger-t-shirt-bleu-pour-homme-66559826.html,mode-male
Trendyol T-Shirt Oversize Beige Manches Courtes Brodé Renard 100% Coton - TMNSS23TS00182,93.00 Dhs,240.00 Dhs,61%,0,Jumia,Available,"['Boutique Officielle', '61%']",https://www.jumia.ma/trendyol-t-shirt-oversize-beige-manches-courtes-brode-renard-100-coton-tmnss23ts00182-66374803.html,mode-male
Defacto T-shirt slim basique à col rond,99.00 Dhs,149.00 Dhs,34%,4,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-t-shirt-slim-basique-a-col-rond-66160741.html,mode-male
Trendyol T-Shirt Ample Blanc 100% Coton - TMNSS22TS0274,68.00 Dhs,210.00 Dhs,68%,5,Jumia,Available,"['Boutique Officielle', '68%']",https://www.jumia.ma/trendyol-t-shirt-ample-blanc-100-coton-tmnss22ts0274-66374697.html,mode-male
Dice 6 boxers pour homme,139.00 Dhs,240.00 Dhs,42%,3.8,Jumia,Available,"['Boutique Officielle', '42%']",https://www.jumia.ma/dice-6-boxers-pour-homme-65458741.html,mode-male
Defacto Lot de 3 Boxers Homme Coupe Classique en Maille - Bordeaux,99.00 Dhs,149.00 Dhs - 150.00 Dhs,34%,2,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-homme-coupe-classique-en-maille-bordeaux-65651587.html,mode-male
"Defacto Sweat-shirt homme en maille, col montant, manches longues – Gris",119.00 Dhs,299.00 Dhs,60%,4.3,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-sweat-shirt-homme-en-maille-col-montant-manches-longues-gris-65625928.html,mode-male
Defacto Chemise à manches courtes tissée à col relax fit pour homme - Vert,139.00 Dhs - 249.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-col-relax-fit-pour-homme-vert-64798970.html,mode-male
Defacto Lot de 3 paires de Chaussettes en coton pour Homme,39.00 Dhs,79.00 Dhs,51%,4.7,Jumia,Available,"['Boutique Officielle', '51%']",https://www.jumia.ma/defacto-lot-de-3-paires-de-chaussettes-en-coton-pour-homme-64173121.html,mode-male
"Defacto Ensemble homme 2 pièces col chemise, manches longues en maille – Marine",179.00 Dhs,249.00 Dhs,28%,4.8,Jumia,Available,"['Boutique Officielle', '28%']",https://www.jumia.ma/defacto-ensemble-homme-2-pieces-col-chemise-manches-longues-en-maille-marine-65625903.html,mode-male
BURTON'S Chemise classique en Blanc 100% coton pour Homme,189.00 Dhs - 249.00 Dhs,249.00 Dhs,24%,4.5,Jumia,Available,['24%'],https://www.jumia.ma/burtons-chemise-classique-en-blanc-100-coton-pour-homme-64614062.html,mode-male
Defacto Sweatshirt basique à col montant et fermeture zip Coupe régulière,119.00 Dhs,249.00 Dhs,52%,5,Jumia,Available,"['Boutique Officielle', '52%']",https://www.jumia.ma/defacto-sweatshirt-basique-a-col-montant-et-fermeture-zip-coupe-reguliere-66161396.html,mode-male
"Defacto Sweat-shirt homme en maille, col montant, manches longues – Gris",119.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-sweat-shirt-homme-en-maille-col-montant-manches-longues-gris-65625928.html,mode-male
Defacto Chemise à manches courtes tissée à encolure polo à coupe régulière de la collection Core pour homme - Rose,99.00 Dhs - 139.00 Dhs,249.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-encolure-polo-a-coupe-reguliere-de-la-collection-core-pour-homme-rose-64806215.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694623.html,mode-male
Defacto Ensemble de 3 Boxers Tricotés Coupe Regular pour Homme Jeune - Gris,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-ensemble-de-3-boxers-tricotes-coupe-regular-pour-homme-jeune-gris-64883218.html,mode-male
Defacto Chemise à manches courtes tissée à col relax fit pour homme - Vert,139.00 Dhs - 249.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-col-relax-fit-pour-homme-vert-64798970.html,mode-male
Defacto Short de bain Nathan de la collection spéciale pour homme - Marine,99.00 Dhs - 139.00 Dhs,249.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-short-de-bain-nathan-de-la-collection-speciale-pour-homme-marine-64798810.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694627.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694624.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Noir,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-noir-65694625.html,mode-male
Defacto Lot de 3 Boxers Homme Coupe Classique en Maille - Bordeaux,99.00 Dhs,149.00 Dhs - 150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-homme-coupe-classique-en-maille-bordeaux-65651587.html,mode-male
"Defacto T-shirt homme en maille, col rond, manches longues, coupe slim – Marine",79.00 Dhs,199.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-t-shirt-homme-en-maille-col-rond-manches-longues-coupe-slim-marine-65625969.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Noir,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-noir-65694628.html,mode-male
Polos Manches courtes Homme - Bleu Roi,99.00 Dhs,199.00 Dhs,50%,3.6,Jumia,Available,['50%'],https://www.jumia.ma/generic-polos-manches-courtes-homme-bleu-roi-64698218.html,mode-male
Defacto 5 Paires de Chaussettes Invisibles Décontractées Homme - Karma,69.00 Dhs,100.00 Dhs,31%,0,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-5-paires-de-chaussettes-invisibles-decontractees-homme-karma-65433148.html,mode-male
Espiro Pack de 5 boxers - Cotton Stretch - bIO,199.00 Dhs,299.00 Dhs,33%,4.3,Jumia,Available,['33%'],https://www.jumia.ma/espiro-pack-de-5-boxers-cotton-stretch-bio-64384291.html,mode-male
Defacto T-shirt oversize à col rond et manches courtes,99.00 Dhs,129.00 Dhs,23%,0,Jumia,Available,"['Boutique Officielle', '23%']",https://www.jumia.ma/defacto-t-shirt-oversize-a-col-rond-et-manches-courtes-66561471.html,mode-male
Dice - pack de 3 Debardeur pour homme,89.00 Dhs,150.00 Dhs,41%,4,Jumia,Available,"['Boutique Officielle', '41%']",https://www.jumia.ma/dice-pack-de-3-debardeur-pour-homme-62613782.html,mode-male
"Espiro Débardeur Homme, 06 Débardeurs 100% Coton, sous vêtements Homme débardeur.",179.00 Dhs - 199.00 Dhs,199.00 Dhs - 249.00 Dhs,20%,4.5,Jumia,Available,['20%'],https://www.jumia.ma/espiro-debardeur-homme-06-debardeurs-100-coton-sous-vetements-homme-debardeur.-65776552.html,mode-male
Koton Short Homme -Blanc,109.00 Dhs,349.00 Dhs,69%,4,Jumia,Available,"['Boutique Officielle', '69%']",https://www.jumia.ma/koton-short-homme-blanc-65100168.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,4.5,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694623.html,mode-male
"Defacto Gilet / Boléro homme en maille, col montant, coupe slim, manches longues – Noir",139.00 Dhs,349.00 Dhs,60%,4,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-gilet-bolero-homme-en-maille-col-montant-coupe-slim-manches-longues-noir-65625925.html,mode-male
Celio T-shirt col henley coton mélangé,199.00 Dhs,,,4.3,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/celio-t-shirt-col-henley-coton-melange-65272179.html,mode-male
Lc Waikiki Pantalon en jean homme coupe Skiny 760,125.00 Dhs,249.00 Dhs,50%,4.4,Jumia,Available,"['Boutique Officielle', '50%']",https://www.jumia.ma/lc-waikiki-pantalon-en-jean-homme-coupe-skiny-760-65933273.html,mode-male
Trendyol T-Shirt Basique Ample Noir 100% Coton - TMNSS22TS0274,85.00 Dhs,210.00 Dhs,60%,1,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/trendyol-t-shirt-basique-ample-noir-100-coton-tmnss22ts0274-66374698.html,mode-male
Pack de 3 à manches courtes t-shirt hommes,129.00 Dhs - 149.00 Dhs,299.00 Dhs,57%,3.6,Jumia,Available,['57%'],https://www.jumia.ma/generic-pack-de-3-a-manches-courtes-t-shirt-hommes-30100417.html,mode-male
Colins Pantalon denim pour homme,199.00 Dhs,629.00 Dhs,68%,5,Jumia,Available,"['Boutique Officielle', '68%']",https://www.jumia.ma/colins-pantalon-denim-pour-homme-65773447.html,mode-male
Celio T-shirt col rond coton supima - Bleu,179.00 Dhs,,,4.8,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/celio-t-shirt-col-rond-coton-supima-bleu-51488270.html,mode-male
Koton T-Shirt Blanc Pour Homme,99.00 Dhs,179.00 Dhs,45%,0,Jumia,Available,"['Boutique Officielle', '45%']",https://www.jumia.ma/koton-t-shirt-blanc-pour-homme-65965134.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Noir,99.00 Dhs,150.00 Dhs,34%,4,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-noir-65694625.html,mode-male
Polos Manches courtes Homme - BLEU ROI,129.00 Dhs,199.00 Dhs,35%,2.5,Jumia,Available,['35%'],https://www.jumia.ma/generic-polos-manches-courtes-homme-bleu-roi-65044982.html,mode-male
Smartedge Adventures POLO LEGEND unisexe 100% cotton Vert olive,129.00 Dhs,190.00 Dhs,32%,3,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/smartedge-adventures-polo-legend-unisexe-100-cotton-vert-olive-65215000.html,mode-male
"Defacto Chemise homme tissée, col polo, coupe décontractée, manches longues – Beige",249.00 Dhs,349.00 Dhs - 350.00 Dhs,29%,5,Jumia,Available,"['Boutique Officielle', '29%']",https://www.jumia.ma/defacto-chemise-homme-tissee-col-polo-coupe-decontractee-manches-longues-beige-65625918.html,mode-male
NAICO Lot 4 Caleçons 100% Coton Multicolore pour Homme,129.00 Dhs,149.00 Dhs,13%,5,Jumia,Available,['13%'],https://www.jumia.ma/naico-lot-4-calecons-100-coton-multicolore-pour-homme-66272803.html,mode-male
Débardeur Minceur pour Homme TOP Qualité,95.00 Dhs,100.00 Dhs,5%,3,Jumia,Available,['5%'],https://www.jumia.ma/generic-debardeur-minceur-pour-homme-top-qualite-65690677.html,mode-male
Defacto Short de bain Nathan de la collection spéciale pour homme - Noir,119.00 Dhs,169.00 Dhs,30%,4.2,Jumia,Available,"['Boutique Officielle', '30%']",https://www.jumia.ma/defacto-short-de-bain-nathan-de-la-collection-speciale-pour-homme-noir-64798805.html,mode-male
Pack de 10 paires Chaussettes Fines Sports en Coton Couleur (+ 2 Gratuits),89.00 Dhs,119.00 Dhs,25%,3.5,Jumia,Available,['25%'],https://www.jumia.ma/generic-pack-de-10-paires-chaussettes-fines-sports-en-coton-couleur-2-gratuits-63108286.html,mode-male
Defacto Chemise à manches courtes tissée à encolure chemisier à coupe régulière de la collection Core pour homme - Beige,249.00 Dhs,349.00 Dhs,29%,5,Jumia,Available,"['Boutique Officielle', '29%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-encolure-chemisier-a-coupe-reguliere-de-la-collection-core-pour-homme-beige-64806212.html,mode-male
Tommy Hilfiger T-shirt gris pour homme,430.00 Dhs,,,0,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/tommy-hilfiger-t-shirt-gris-pour-homme-66559624.html,mode-male
Colins jeans bleu pour Homme.,241.00 Dhs - 270.00 Dhs,549.00 Dhs,56%,4,Jumia,Available,"['Boutique Officielle', '56%']",https://www.jumia.ma/colins-jeans-bleu-pour-homme.-65696211.html,mode-male
Nouvelle collection Short molleton tissu pour homme/F4655,79.00 Dhs - 85.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-nouvelle-collection-short-molleton-tissu-pour-hommef4655-65312289.html,mode-male
Dice Pack de 3 slips noir gris navy,79.00 Dhs,119.00 Dhs,34%,3.9,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/dice-pack-de-3-slips-noir-gris-navy-64406585.html,mode-male
Dice Pack de 2 Débardeur -Homme,74.00 Dhs - 83.00 Dhs,120.00 Dhs,38%,4.4,Jumia,Available,"['Boutique Officielle', '38%']",https://www.jumia.ma/dice-pack-de-2-debardeur-homme-21434873.html,mode-male
Jacket Homme bleu marine,99.00 Dhs,499.00 Dhs,80%,3.6,Jumia,Available,['80%'],https://www.jumia.ma/generic-jacket-homme-bleu-marine-59574624.html,mode-male
Koton Short Homme - Bleu,69.00 Dhs,149.00 Dhs,54%,0,Jumia,Available,"['Boutique Officielle', '54%']",https://www.jumia.ma/koton-short-homme-bleu-65099438.html,mode-male
Pantalon De Jogging À Poches Cargo Avec Taille Et Poignets Élastiqués Pour Hommes - 539,159.00 Dhs,329.00 Dhs,52%,0,Jumia,Available,['52%'],https://www.jumia.ma/generic-pantalon-de-jogging-a-poches-cargo-avec-taille-et-poignets-elastiques-pour-hommes-539-66414241.html,mode-male
"Defacto Veste homme à capuche, manches longues, coupe slim – Gris",399.00 Dhs,999.00 Dhs,60%,4.8,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-veste-homme-a-capuche-manches-longues-coupe-slim-gris-65625901.html,mode-male
Colins Pantalon Denim Pour Homme,205.00 Dhs - 215.00 Dhs,449.00 Dhs,54%,3.7,Jumia,Available,"['Boutique Officielle', '54%']",https://www.jumia.ma/colins-pantalon-denim-pour-homme-65696371.html,mode-male
Smartedge Adventures POLO LEGEND unisexe 100% cotton Blanc,129.00 Dhs,190.00 Dhs,32%,4,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/smartedge-adventures-polo-legend-unisexe-100-cotton-blanc-65215004.html,mode-male
Defacto Chemise à Manches Courtes Coupe Regular Homme Tissée - Beige,99.00 Dhs - 139.00 Dhs,249.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-coupe-regular-homme-tissee-beige-65299237.html,mode-male
Koton T-Shirt Blanc Pour Homme,94.00 Dhs,199.00 Dhs,53%,0,Jumia,Available,"['Boutique Officielle', '53%']",https://www.jumia.ma/koton-t-shirt-blanc-pour-homme-65965204.html,mode-male
Koton T-Shirt Noir Pour Homme,89.00 Dhs - 129.00 Dhs,179.00 Dhs,50%,0,Jumia,Available,"['Boutique Officielle', '50%']",https://www.jumia.ma/koton-t-shirt-noir-pour-homme-65964841.html,mode-male
Dice Pack de 4 Débardeur -Homme Blanc,163.00 Dhs,240.00 Dhs,32%,4.2,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/dice-pack-de-4-debardeur-homme-blanc-21434875.html,mode-male
"Defacto Sweat-shirt homme en maille, col montant, manches longues – Gris",119.00 Dhs,299.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-sweat-shirt-homme-en-maille-col-montant-manches-longues-gris-65625928.html,mode-male
Defacto Chemise à manches courtes tissée à encolure polo à coupe régulière de la collection Core pour homme - Rose,99.00 Dhs - 139.00 Dhs,249.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-encolure-polo-a-coupe-reguliere-de-la-collection-core-pour-homme-rose-64806215.html,mode-male
Defacto Lot de 3 Boxers Tricotés Homme Coupe Régulière Décontractée - Marine,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-lot-de-3-boxers-tricotes-homme-coupe-reguliere-decontractee-marine-65694623.html,mode-male
Defacto Ensemble de 3 Boxers Tricotés Coupe Regular pour Homme Jeune - Gris,99.00 Dhs,150.00 Dhs,34%,0,Jumia,Available,"['Boutique Officielle', '34%']",https://www.jumia.ma/defacto-ensemble-de-3-boxers-tricotes-coupe-regular-pour-homme-jeune-gris-64883218.html,mode-male
Defacto Chemise à manches courtes tissée à col relax fit pour homme - Vert,139.00 Dhs - 249.00 Dhs,349.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-tissee-a-col-relax-fit-pour-homme-vert-64798970.html,mode-male
