name,price,original_price,discount,review_count,seller,availability,badges,link,category
Lc Waikiki Chemise à col Judge à manches longues pour bébé garçon,89.00 Dhs,159.00 Dhs,44%,4.8,Jumia,Available,"['Boutique Officielle', '44%']",https://www.jumia.ma/lc-waikiki-chemise-a-col-judge-a-manches-longues-pour-bebe-garcon-62103248.html,mode-kids
T-shirt Stitch OHANA,59.00 Dhs - 69.00 Dhs,,,4,Jumia,Available,[],https://www.jumia.ma/generic-t-shirt-stitch-ohana-66069158.html,mode-kids
Defacto T-shirt imprimé à col rond et manches courtes pour garçon,59.00 Dhs,79.00 Dhs,25%,5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-imprime-a-col-rond-et-manches-courtes-pour-garcon-66406762.html,mode-kids
Lc Waikiki Short en jean à carreaux pour bébé fille,59.00 Dhs,149.00 Dhs,60%,4.7,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/lc-waikiki-short-en-jean-a-carreaux-pour-bebe-fille-62103403.html,mode-kids
Defacto Pyjamas En Tricot,129.00 Dhs,,,0,Jumia,Available,['Boutique Officielle'],https://www.jumia.ma/defacto-pyjamas-en-tricot-66407460.html,mode-kids
Koton T-Shirt Blanc Pour Fille,69.00 Dhs,119.00 Dhs,42%,0,Jumia,Available,"['Boutique Officielle', '42%']",https://www.jumia.ma/koton-t-shirt-blanc-pour-fille-65964766.html,mode-kids
Polaris Sandales Filles - Beige,179.00 Dhs,209.00 Dhs,14%,5,Jumia,Available,"['Boutique Officielle', '14%']",https://www.jumia.ma/polaris-sandales-filles-beige-66539061.html,mode-kids
Defacto T-shirt à manches courtes Looney Tunes Col rond Garçon,89.00 Dhs,129.00 Dhs,31%,0,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-t-shirt-a-manches-courtes-looney-tunes-col-rond-garcon-66407131.html,mode-kids
Marwa Pull avec col bateau - Mulicouleur,55.00 Dhs,149.00 Dhs - 249.00 Dhs,78%,4.5,Jumia,Available,"['Boutique Officielle', '78%']",https://www.jumia.ma/marwa-pull-avec-col-bateau-mulicouleur-64855491.html,mode-kids
Polaris Sandales Garçons - Vert,229.00 Dhs,269.00 Dhs,15%,0,Jumia,Available,"['Boutique Officielle', '15%']",https://www.jumia.ma/polaris-sandales-garcons-vert-66539133.html,mode-kids
Defacto Ensemble En Tricot 2 Garçon,199.00 Dhs,249.00 Dhs,20%,0,Jumia,Available,"['Boutique Officielle', '20%']",https://www.jumia.ma/defacto-ensemble-en-tricot-2-garcon-66407070.html,mode-kids
Defacto T-shirt imprimé à col rond et manches courtes pour garçon,59.00 Dhs,79.00 Dhs,25%,0,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-imprime-a-col-rond-et-manches-courtes-pour-garcon-66406763.html,mode-kids
Defacto Chemise à Manches Courtes Coupe Courte Tissée Fille - Bleu,89.00 Dhs - 109.00 Dhs,149.00 Dhs - 150.00 Dhs,40%,5,Jumia,Available,"['Boutique Officielle', '40%']",https://www.jumia.ma/defacto-chemise-a-manches-courtes-coupe-courte-tissee-fille-bleu-65299223.html,mode-kids
Adidas Chaussure X Crazyfast.1 Terrain souple -Blanc - IE4208,485.00 Dhs - 559.00 Dhs,"1,530.00 Dhs",68%,4.7,Jumia,Available,"['Boutique Officielle', '68%']",https://www.jumia.ma/adidas-chaussure-x-crazyfast.1-terrain-souple-blanc-ie4208-65796975.html,mode-kids
Defacto T-shirt rayé à col rond et manches courtes pour garçon,59.00 Dhs,79.00 Dhs,25%,5,Jumia,Available,"['Boutique Officielle', '25%']",https://www.jumia.ma/defacto-t-shirt-raye-a-col-rond-et-manches-courtes-pour-garcon-66406509.html,mode-kids
Defacto Bikini tissé à coupe régulière de la collection spéciale pour fille - Rose,89.00 Dhs,130.00 Dhs,32%,0,Jumia,Available,"['Boutique Officielle', '32%']",https://www.jumia.ma/defacto-bikini-tisse-a-coupe-reguliere-de-la-collection-speciale-pour-fille-rose-64799011.html,mode-kids
Defacto Maillot de Bain en Tissu Coupe Regular Collection Spéciale pour Fille - Rose,69.00 Dhs,100.00 Dhs,31%,0,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-maillot-de-bain-en-tissu-coupe-regular-collection-speciale-pour-fille-rose-64883238.html,mode-kids
Adidas Chaussure VL Court 3.0 Enfants - JH8723 - Bleu,329.00 Dhs,590.00 Dhs,44%,0,Jumia,Available,"['Boutique Officielle', '44%']",https://www.jumia.ma/adidas-chaussure-vl-court-3.0-enfants-jh8723-bleu-67072446.html,mode-kids
Adidas Chaussure Grand Court 2.0 Enfants - JI0973 - Blanc,265.00 Dhs,480.00 Dhs,45%,0,Jumia,Available,"['Boutique Officielle', '45%']",https://www.jumia.ma/adidas-chaussure-grand-court-2.0-enfants-ji0973-blanc-67072447.html,mode-kids
Defacto Short de Bain en Tissu pour Garçon Collection Spéciale - Indigo,69.00 Dhs,129.00 Dhs,47%,0,Jumia,Available,"['Boutique Officielle', '47%']",https://www.jumia.ma/defacto-short-de-bain-en-tissu-pour-garcon-collection-speciale-indigo-64883230.html,mode-kids
Defacto Short Décontracté Coupe Standard en Tissu pour Garçon - Vert,89.00 Dhs,129.00 Dhs,31%,0,Jumia,Available,"['Boutique Officielle', '31%']",https://www.jumia.ma/defacto-short-decontracte-coupe-standard-en-tissu-pour-garcon-vert-65296500.html,mode-kids
Adidas Chaussure Tensaur Run 2.0 Enfants - IE3543 - Blanc,299.00 Dhs,540.00 Dhs,45%,0,Jumia,Available,"['Boutique Officielle', '45%']",https://www.jumia.ma/adidas-chaussure-tensaur-run-2.0-enfants-ie3543-blanc-67072434.html,mode-kids
Defacto Short Tricoté Fille Coupe Casual - Bleu,39.00 Dhs,99.00 Dhs,61%,0,Jumia,Available,"['Boutique Officielle', '61%']",https://www.jumia.ma/defacto-short-tricote-fille-coupe-casual-bleu-65299189.html,mode-kids
Adidas Chaussure à lacets Breaknet Lifestyle Court - JI0928 - Rose,289.00 Dhs,520.00 Dhs,44%,0,Jumia,Available,"['Boutique Officielle', '44%']",https://www.jumia.ma/adidas-chaussure-a-lacets-breaknet-lifestyle-court-ji0928-rose-67072451.html,mode-kids
Defacto Maillot de Bain Tissé Coupe Slim Fille - Jaune,59.00 Dhs,149.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-maillot-de-bain-tisse-coupe-slim-fille-jaune-65299399.html,mode-kids
Defacto T-shirt Tricoté Coupe Regular pour Fille Décontractée - Orange,29.00 Dhs,79.00 Dhs,63%,0,Jumia,Available,"['Boutique Officielle', '63%']",https://www.jumia.ma/defacto-t-shirt-tricote-coupe-regular-pour-fille-decontractee-orange-64880374.html,mode-kids
Adidas Chaussures Break Start Enfants - JI0374 - Blanc,289.00 Dhs,520.00 Dhs,44%,0,Jumia,Available,"['Boutique Officielle', '44%']",https://www.jumia.ma/adidas-chaussures-break-start-enfants-ji0374-blanc-67072467.html,mode-kids
Defacto Short de Bain en Tissu pour Garçon Collection Spéciale - Vert,59.00 Dhs - 89.00 Dhs,149.00 Dhs,60%,0,Jumia,Available,"['Boutique Officielle', '60%']",https://www.jumia.ma/defacto-short-de-bain-en-tissu-pour-garcon-collection-speciale-vert-64883226.html,mode-kids
"R36S Console de jeu portable rétro gaming écran IPS 3,5 pouce, plus de 1500 jeux, sortie OTG – violet",479.00 Dhs,699.00 Dhs,31%,1,Jumia,Available,['31%'],https://www.jumia.ma/generic-r36s-console-de-jeu-portable-retro-gaming-ecran-ips-35-pouce-plus-de-1500-jeux-sortie-otg-violet-66586750.html,video-games
"Console de jeu vidéo rétro sans fil, plus de 30 000 jeux, 23 émulateurs, haute définition 4K pour téléviseur avec deux contrôleurs sans fil 2,4G",309.00 Dhs,460.00 Dhs,33%,4.7,Jumia,Available,['33%'],https://www.jumia.ma/generic-console-de-jeu-video-retro-sans-fil-plus-de-30-000-jeux-23-emulateurs-haute-definition-4k-pour-televiseur-avec-deux-controleurs-sans-fil-24g-65701656.html,video-games
Manette Xbox 360 Manette Filaire Noir / XBOX 360 / PC WIN 7 10,120.00 Dhs,249.00 Dhs,52%,4,Jumia,Available,['52%'],https://www.jumia.ma/generic-manette-xbox-360-manette-filaire-noir-xbox-360-pc-win-7-10-63111789.html,video-games
Sony PS5 Slim Digital 1TB SSD,"5,699.00 Dhs","6,200.00 Dhs",8%,4,Jumia,Available,['8%'],https://www.jumia.ma/sony-ps5-slim-digital-1tb-ssd-66141490.html,video-games
Ipega support vertical console PS5 avec ventilateur de refroidissement et chargeur de contrôleur,299.00 Dhs,599.00 Dhs,50%,4.8,Jumia,Available,['50%'],https://www.jumia.ma/ipega-support-vertical-console-ps5-avec-ventilateur-de-refroidissement-et-chargeur-de-controleur-65943099.html,video-games
Rock Star Grand Theft Auto GTA 5 Premium Edition - PS4,319.00 Dhs,,,4.8,Jumia,Available,[],https://www.jumia.ma/rock-star-grand-theft-auto-gta-5-premium-edition-ps4-62074566.html,video-games
"Dobe Support Chargeur Manette PS4 / PS4 Slim / PS4 Pro - Support PS4 PlayStation 4 , 3 Ventilateur Refroidissement + Espace stockage pour 12 jeux",235.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/dobe-support-chargeur-manette-ps4-ps4-slim-ps4-pro-support-ps4-playstation-4-3-ventilateur-refroidissement-espace-stockage-pour-12-jeux-67120564.html,video-games
Console de jeu vidéo TV sup game box 400 jeux + Manette - 2 joueurs,125.99 Dhs,,,1,Jumia,Available,[],https://www.jumia.ma/generic-console-de-jeu-video-tv-sup-game-box-400-jeux-manette-2-joueurs-66371302.html,video-games
Sony Manette PS4 Dualshock 4 noir,399.00 Dhs,499.00 Dhs,20%,0,Jumia,Available,['20%'],https://www.jumia.ma/sony-manette-ps4-dualshock-4-noir-66419826.html,video-games
Console de jeu vidéo TV sup game box 400 jeux + Manette - 2 joueurs,129.00 Dhs,179.00 Dhs,28%,4,Jumia,Available,['28%'],https://www.jumia.ma/generic-console-de-jeu-video-tv-sup-game-box-400-jeux-manette-2-joueurs-65451608.html,video-games
Batterie + Câble chargeur USB-C pour Manette Xbox Series,249.00 Dhs,331.00 Dhs,25%,0,Jumia,Available,['25%'],https://www.jumia.ma/generic-batterie-cable-chargeur-usb-c-pour-manette-xbox-series-67068801.html,video-games
"Sony Console slim Flashé, pleines de jeux 2025 Avec deux Manettes","1,540.00 Dhs","1,670.00 Dhs",8%,0,Jumia,Available,['8%'],https://www.jumia.ma/sony-console-slim-flashe-pleines-de-jeux-2025-avec-deux-manettes-66222268.html,video-games
Rockstar Games Gta 5 Edition Reissue PS5,299.00 Dhs,600.00 Dhs,50%,4.3,Jumia,Available,['50%'],https://www.jumia.ma/rockstar-games-gta-5-edition-reissue-ps5-57372125.html,video-games
Support PS5 et Chargeur de Manette PS5 PlayStation 5 + Ventilateur + Support Casque + Hub 3 USB,299.00 Dhs,,,4,Jumia,Available,[],https://www.jumia.ma/generic-support-ps5-et-chargeur-de-manette-ps5-playstation-5-ventilateur-support-casque-hub-3-usb-66230139.html,video-games
Bandai Namco Dragon Ball: Sparking! Zero PS5,683.00 Dhs,799.00 Dhs,15%,4.5,Jumia,Available,['15%'],https://www.jumia.ma/bandai-namco-dragon-ball-sparking-zero-ps5-65797433.html,video-games
EA Sports FC 25 Standard Edition PS4,589.00 Dhs,,,1,Jumia,Available,[],https://www.jumia.ma/ea-sports-fc-25-standard-edition-ps4-65664120.html,video-games
Data Frog 4K HD Video Game Console 2.4G Double Wireless Controller For PS1/FC/GBA 20000 Games Stick,299.00 Dhs,399.00 Dhs,25%,4.5,Jumia,Available,['25%'],https://www.jumia.ma/data-frog-4k-hd-video-game-console-2.4g-double-wireless-controller-for-ps1fcgba-20000-games-stick-65677300.html,video-games
"Support PS5 Slim et Pro RGB, Chargeur Manette PS5 PlayStation 5 + Ventilateur + Port USB et Type C",330.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-support-ps5-slim-et-pro-rgb-chargeur-manette-ps5-playstation-5-ventilateur-port-usb-et-type-c-66230140.html,video-games
Entertainment Cds Console PS4 Slim 500Go Noire/Jet Black Remis A Neuf avec GTA 5,"2,749.00 Dhs","3,499.00 Dhs",21%,5,Jumia,Available,['21%'],https://www.jumia.ma/entertainment-cds-console-ps4-slim-500go-noirejet-black-remis-a-neuf-avec-gta-5-66648582.html,video-games
"Chargeur Manette PS4 Sans Fil USB inicateur LED PlayStation 4, PS4 Slim, Pro",159.00 Dhs,608.00 Dhs,74%,3.8,Jumia,Available,['74%'],https://www.jumia.ma/generic-chargeur-manette-ps4-sans-fil-usb-inicateur-led-playstation-4-ps4-slim-pro-65430556.html,video-games
"ATTACK SHARK X11 Souris de jeu sans fil super légère avec bande adhésive, station de charge RVB, BT/2,4 G, 22 000 DPI, 5 boutons programmables pour PC/Mac (blanc)",499.00 Dhs,600.00 Dhs,17%,5,Jumia,Available,['17%'],https://www.jumia.ma/attack-shark-x11-souris-de-jeu-sans-fil-super-legere-avec-bande-adhesive-station-de-charge-rvb-bt24-g-22-000-dpi-5-boutons-programmables-pour-pcmac-blanc-66543078.html,video-games
Sony Console PS4 Slim Comme Neuf + Manette Camouflage Offerte,"2,480.00 Dhs","3,585.00 Dhs",31%,0,Jumia,Available,['31%'],https://www.jumia.ma/sony-console-ps4-slim-comme-neuf-manette-camouflage-offerte-66393679.html,video-games
Coque transparente pour Nintendo switch Oled en crystal protection de tout les cotés,159.00 Dhs,299.00 Dhs,47%,0,Jumia,Available,['47%'],https://www.jumia.ma/generic-coque-transparente-pour-nintendo-switch-oled-en-crystal-protection-de-tout-les-cotes-65887073.html,video-games
"Clavier de Jeu Mécanique Blue switch – 61 Touches RGB, Double Mode, Haute Précision",260.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-clavier-de-jeu-mecanique-blue-switch-61-touches-rgb-double-mode-haute-precision-67116388.html,video-games
"Chargeur Manette PS4 PlayStation 4 , PS4 Slim , PS4 Pro, Support de charge USB pour manette PS4",110.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-chargeur-manette-ps4-playstation-4-ps4-slim-ps4-pro-support-de-charge-usb-pour-manette-ps4-66278465.html,video-games
Onikuma K19 Casque gaming RGB Stéréo LED pour PC PS4 XBOX ONE Noir,149.00 Dhs,499.00 Dhs,70%,3.7,Jumia,Available,['70%'],https://www.jumia.ma/onikuma-k19-casque-gaming-rgb-stereo-led-pour-pc-ps4-xbox-one-noir-58955287.html,video-games
Otvo Cable de charge USB pour Manette PS4 Playstation 4 Slim & Pro 2 Câble de données,55.00 Dhs,90.00 Dhs,39%,5,Jumia,Available,['39%'],https://www.jumia.ma/otvo-cable-de-charge-usb-pour-manette-ps4-playstation-4-slim-pro-2-cable-de-donnees-63019361.html,video-games
"Console de Jeu Portable Project plus de 70000 jeux écran X 4.3"" LCD Rétro & Polyvalente 2 Go RAM DDR3 Processeur Quad-Core Sortie TV HDMI",664.00 Dhs,"1,300.00 Dhs",49%,0,Jumia,Available,['49%'],https://www.jumia.ma/generic-console-de-jeu-portable-project-plus-de-70000-jeux-ecran-x-4.3-lcd-retro-polyvalente-2-go-ram-ddr3-processeur-quad-core-sortie-tv-hdmi-66371534.html,video-games
Santa Monica Studio God of War PS4,259.00 Dhs,371.00 Dhs,30%,4.3,Jumia,Available,['30%'],https://www.jumia.ma/god-of-war-ps4-santa-monica-studio-mpg1367556.html,video-games
Mojang Ab Minecraft PS5,449.00 Dhs,,,3,Jumia,Available,[],https://www.jumia.ma/mojang-ab-minecraft-ps5-65772979.html,video-games
M8 Ultra Pro Mini Game Box Android TV + 10000 Jeux 4K UHD,420.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/m8-ultra-pro-mini-game-box-android-tv-10000-jeux-4k-uhd-67117919.html,video-games
"Batterie avec câble de données de charge de 2.75m, poignée Xbox One et Ones",90.00 Dhs,140.00 Dhs,36%,0,Jumia,Available,['36%'],https://www.jumia.ma/generic-batterie-avec-cable-de-donnees-de-charge-de-2.75m-poignee-xbox-one-et-ones-65767963.html,video-games
Rockstar Games Red Dead Redemption 2 - PS4,349.00 Dhs,,,5,Jumia,Available,[],https://www.jumia.ma/rockstar-games-red-dead-redemption-2-ps4-65582861.html,video-games
10 batteries 3.7V 18650 Li-ion rechargeables,99.98 Dhs,105.00 Dhs,5%,4,Jumia,Available,['5%'],https://www.jumia.ma/generic-10-batteries-3.7v-18650-li-ion-rechargeables-66383720.html,video-games
Étui de protection en silicone à couverture complète pour Nintendo Switch Lite,89.50 Dhs,117.00 Dhs,24%,2.5,Jumia,Available,['24%'],https://www.jumia.ma/generic-etui-de-protection-en-silicone-a-couverture-complete-pour-nintendo-switch-lite-46790321.html,video-games
Guerrilla Horizon Zero Dawn PS4,199.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/guerrilla-horizon-zero-dawn-ps4-63600973.html,video-games
Rockstar Grand Theft Auto V GTA 5 PS5,324.00 Dhs,464.00 Dhs,30%,3.6,Jumia,Available,['30%'],https://www.jumia.ma/rockstar-grand-theft-auto-v-gta-5-ps5-52279998.html,video-games
Data Frog Game Console HDMI 4K Game Stick with 2000 Games . GAMEPAD,379.00 Dhs,499.00 Dhs,24%,0,Jumia,Available,['24%'],https://www.jumia.ma/data-frog-game-console-hdmi-4k-game-stick-with-2000-games-.-gamepad-66967872.html,video-games
EA Sports FC 25,649.00 Dhs,900.00 Dhs,28%,5,Jumia,Available,['28%'],https://www.jumia.ma/ea-sports-fc-25-65694720.html,video-games
Data Frog M15 Game Console HDMI 4K Game Stick with 2000 Games . GAMEPAD,449.00 Dhs,799.00 Dhs,44%,3.3,Jumia,Available,['44%'],https://www.jumia.ma/data-frog-m15-game-console-hdmi-4k-game-stick-with-2000-games-.-gamepad-65942845.html,video-games
Marvo Casque gamer Scorpion HG8929 Rgb usb microphone 50 mm Pc PS5 Xbox,179.00 Dhs,199.00 Dhs,10%,0,Jumia,Available,['10%'],https://www.jumia.ma/marvo-casque-gamer-scorpion-hg8929-rgb-usb-microphone-50-mm-pc-ps5-xbox-66966825.html,video-games
"Clavier Bluetooth Ultra-Mince 10"" – Confort Silencieux, USB-C, Multisystème",99.00 Dhs,220.00 Dhs,55%,0,Jumia,Available,['55%'],https://www.jumia.ma/generic-clavier-bluetooth-ultra-mince-10-confort-silencieux-usb-c-multisysteme-66598979.html,video-games
Bandai Namco Naruto X Boruto Ultimate Ninja Storm Connections PS5,555.00 Dhs,794.00 Dhs,30%,0,Jumia,Available,['30%'],https://www.jumia.ma/bandai-namco-naruto-x-boruto-ultimate-ninja-storm-connections-ps5-64717842.html,video-games
Manette Adaptable Compatible Xbox 360 Filaire Usb PC Ordinateur Microsoft Window,199.00 Dhs,299.00 Dhs,33%,4.3,Jumia,Available,['33%'],https://www.jumia.ma/generic-manette-adaptable-compatible-xbox-360-filaire-usb-pc-ordinateur-microsoft-window-63158695.html,video-games
"Support de refroidissement RGB pour PS5 Pro / PS5 Slim / PS5, station de charge à double contrôleurs avec ventilateur 3 niveaux réglables (3000/3600/4200 rpm )",334.00 Dhs,720.00 Dhs,54%,0,Jumia,Available,['54%'],https://www.jumia.ma/generic-support-de-refroidissement-rgb-pour-ps5-pro-ps5-slim-ps5-station-de-charge-a-double-controleurs-avec-ventilateur-3-niveaux-reglables-300036004200-rpm-66092968.html,video-games
"Sony Station de Rechargement DualSense PS5, Chargeur de Manette PlayStation 5 Officielle",449.00 Dhs,499.00 Dhs,10%,4.9,Jumia,Available,['10%'],https://www.jumia.ma/sony-station-de-rechargement-dualsense-ps5-chargeur-de-manette-playstation-5-officielle-63510399.html,video-games
"USB Game Stick 4k sortie Hdmi pour TV, avec 2 × manette sans fil",350.00 Dhs,390.00 Dhs,10%,0,Jumia,Available,['10%'],https://www.jumia.ma/generic-usb-game-stick-4k-sortie-hdmi-pour-tv-avec-2-manette-sans-fil-66901791.html,video-games
Razer Casque filaire pour console Kaira X licence officielle Playstation 5 Noir et Blanc,789.00 Dhs,,,5,Jumia,Available,[],https://www.jumia.ma/razer-casque-filaire-pour-console-kaira-x-licence-officielle-playstation-5-noir-et-blanc-65298518.html,video-games
Pochette rigide Compatible pour switch V2 et OLED - Etui de transport en thème Mario,259.00 Dhs,399.00 Dhs,35%,0,Jumia,Available,['35%'],https://www.jumia.ma/generic-pochette-rigide-compatible-pour-switch-v2-et-oled-etui-de-transport-en-theme-mario-65794841.html,video-games
Santa Monica Studio God of War Ragnarok PS4,534.00 Dhs,765.00 Dhs,30%,5,Jumia,Available,['30%'],https://www.jumia.ma/god-of-war-ragnarok-ps4-santa-monica-studio-mpg1434831.html,video-games
"Console de jeu R36s avec écran haute définition, Manette console de jeu portable, Ecran IPS 3,5""",475.00 Dhs,,,5,Jumia,Available,[],https://www.jumia.ma/generic-console-de-jeu-r36s-avec-ecran-haute-definition-manette-console-de-jeu-portable-ecran-ips-35-66230136.html,video-games
Console de jeu vidéo TV sup game box 400 jeux + Manette - 2 joueurs,125.99 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/generic-console-de-jeu-video-tv-sup-game-box-400-jeux-manette-2-joueurs-66379724.html,video-games
Manette de jeu sans fil Bluetooth 4.0 GSH V8 pour PC Windows 7/8/10/Switch Tv Box/Ordinateur portable/Smartphones -Noir-rouge,185.00 Dhs,299.00 Dhs,38%,0,Jumia,Available,['38%'],https://www.jumia.ma/generic-manette-de-jeu-sans-fil-bluetooth-4.0-gsh-v8-pour-pc-windows-7810switch-tv-boxordinateur-portablesmartphones-noir-rouge-66400108.html,video-games
Kontrolfreek Joysticks FPS Freek Galaxy Noir pour manette PS4 et PS5,159.00 Dhs,299.00 Dhs,47%,0,Jumia,Available,['47%'],https://www.jumia.ma/kontrolfreek-joysticks-fps-freek-galaxy-noir-pour-manette-ps4-et-ps5-66123929.html,video-games
Protection en verre trempé 2.5D 9H Premium pour Nintendo Switch Lite Consoles,67.00 Dhs,89.00 Dhs,25%,5,Jumia,Available,['25%'],https://www.jumia.ma/generic-protection-en-verre-trempe-2.5d-9h-premium-pour-nintendo-switch-lite-consoles-40712026.html,video-games
Capuchon en Silicone Analogue de Manette de Jeux ps4/ps5,25.00 Dhs,79.00 Dhs,68%,3.9,Jumia,Available,['68%'],https://www.jumia.ma/generic-capuchon-en-silicone-analogue-de-manette-de-jeux-ps4ps5-52188860.html,video-games
"Console de Jeu Portable R36S Rétro – 64 Go – Écran IPS 3.5"" HD – Système Linux – Plus de 21 000 Jeux Intégrés – Quad-Core – Batterie Longue Durée – Émulateurs Multiplateformes",475.00 Dhs,"1,500.00 Dhs",68%,4.3,Jumia,Available,['68%'],https://www.jumia.ma/generic-console-de-jeu-portable-r36s-retro-64-go-ecran-ips-3.5-hd-systeme-linux-plus-de-21-000-jeux-integres-quad-core-batterie-longue-duree-emulateurs-multiplateformes-65322004.html,video-games
EA Sports JEU FC25 POUR PS5,599.00 Dhs,899.00 Dhs,33%,0,Jumia,Available,['33%'],https://www.jumia.ma/ea-sports-jeu-fc25-pour-ps5-66569848.html,video-games
Sony Console PlayStation 5 Blu-ray digital 1000GB,"5,999.00 Dhs",,,5,Jumia,Available,[],https://www.jumia.ma/sony-console-playstation-5-blu-ray-digital-1000gb-64736491.html,video-games
Manette contrôleur USB pour PC,59.00 Dhs,100.00 Dhs,41%,3.8,Jumia,Available,['41%'],https://www.jumia.ma/manette-controleur-usb-pour-pc-generic-mpg1324433.html,video-games
Chargeur Secteur PSP 1000 2000 3000 5V 2A - PSP 1000 / PSP Slim & Lite 2000 / PSP 3000,67.00 Dhs,100.00 Dhs,33%,5,Jumia,Available,['33%'],https://www.jumia.ma/generic-chargeur-secteur-psp-1000-2000-3000-5v-2a-psp-1000-psp-slim-lite-2000-psp-3000-65021295.html,video-games
Manette compatible Pour Nintendo Switch Joy-Con Violet et Orange,455.00 Dhs,652.00 Dhs,30%,0,Jumia,Available,['30%'],https://www.jumia.ma/generic-manette-compatible-pour-nintendo-switch-joy-con-violet-et-orange-67060666.html,video-games
Incassable Verre trempe pour Nintendo Switch OLED 2021,76.50 Dhs,128.50 Dhs,40%,4.7,Jumia,Available,['40%'],https://www.jumia.ma/generic-incassable-verre-trempe-pour-nintendo-switch-oled-2021-49446577.html,video-games
Nintendo Switch Super Mario Odyssey,557.00 Dhs,797.00 Dhs,30%,4.3,Jumia,Available,['30%'],https://www.jumia.ma/super-mario-odyssey-nintendo-switch-mpg1384006.html,video-games
"Chargeur Pour Manette PS4 Sans Fil compatible avec PlayStation 4, PS4 Slim, Pro",186.00 Dhs,255.00 Dhs,27%,5,Jumia,Available,['27%'],https://www.jumia.ma/generic-chargeur-pour-manette-ps4-sans-fil-compatible-avec-playstation-4-ps4-slim-pro-65433492.html,video-games
"Batterie Manette PS4 , PS4 Pro DualShock 4 , 1000 mAh Connecteur 3.5MM",69.00 Dhs,100.00 Dhs,31%,4.3,Jumia,Available,['31%'],https://www.jumia.ma/generic-batterie-manette-ps4-ps4-pro-dualshock-4-1000-mah-connecteur-3.5mm-65425265.html,video-games
Rockstar Games GTA V - Ps4,320.00 Dhs,,,3.7,Jumia,Available,[],https://www.jumia.ma/rockstar-games-gta-v-ps4-18045649.html,video-games
ESSAGER Câble de données de charge rapide 240W 2M câble Type-C to Type-C USB-C,99.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/essager-cable-de-donnees-de-charge-rapide-240w-2m-cable-type-c-to-type-c-usb-c-66568034.html,video-games
Dobe Chargeur Manette PS5 Double Manette Playstation 5 Station de charge rapide USB contrôleur PS5,165.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/dobe-chargeur-manette-ps5-double-manette-playstation-5-station-de-charge-rapide-usb-controleur-ps5-66545155.html,video-games
Console de jeu vidéo TV sup game box 400 jeux + Manette - 2 joueurs,129.00 Dhs,179.00 Dhs,28%,3.6,Jumia,Available,['28%'],https://www.jumia.ma/generic-console-de-jeu-video-tv-sup-game-box-400-jeux-manette-2-joueurs-65451610.html,video-games
Nintendo Switch Super Smash Bros Ultimate,581.00 Dhs,831.00 Dhs,30%,4.4,Jumia,Available,['30%'],https://www.jumia.ma/nintendo-switch-super-smash-bros-ultimate-48390442.html,video-games
Playstation Red Dead Redemption 2 PS4,324.00 Dhs,464.00 Dhs,30%,4.5,Jumia,Available,['30%'],https://www.jumia.ma/red-dead-redemption-2-ps4-playstation-mpg1327823.html,video-games
Manette de jeu mobile Bluetooth 5.3 JK03 Extensible et sans fil,359.00 Dhs,450.00 Dhs,20%,0,Jumia,Available,['20%'],https://www.jumia.ma/generic-manette-de-jeu-mobile-bluetooth-5.3-jk03-extensible-et-sans-fil-66988355.html,video-games
EA Sports FC 25,559.00 Dhs,,,0,Jumia,Available,[],https://www.jumia.ma/ea-sports-fc-25-67116092.html,video-games
G7 SE Xbox Gaming Controller Wired Gamepad with Hall Effect Sticks Pc Xbox,599.00 Dhs,700.00 Dhs,14%,0,Jumia,Available,['14%'],https://www.jumia.ma/gamesir-g7-se-xbox-gaming-controller-wired-gamepad-with-hall-effect-sticks-pc-xbox-66102955.html,video-games
Coque de protection rigide en cristal transparent pour Console de jeu Sony PSP 2000 3000,117.50 Dhs,148.50 Dhs,21%,0,Jumia,Available,['21%'],https://www.jumia.ma/generic-coque-de-protection-rigide-en-cristal-transparent-pour-console-de-jeu-sony-psp-2000-3000-65724271.html,video-games
Santa Monica Studio God Of War Ragnarok PS5,598.00 Dhs,857.00 Dhs,30%,0,Jumia,Available,['30%'],https://www.jumia.ma/santa-monica-studio-god-of-war-ragnarok-ps5-60027605.html,video-games
