,price,original_price,discount,review_count,category,official_store
383,20.0,364.80142676767673,42.066287878787875,5.0,0,1
384,149.0,364.80142676767673,42.066287878787875,3.3,0,0
385,214.0,381.44,44.0,3.8,0,0
386,269.0,300.0,10.0,0.0,0,0
387,39.0,364.80142676767673,42.066287878787875,3.7,0,0
388,25.0,364.80142676767673,42.066287878787875,3.7,0,0
389,159.0,229.0,31.0,4.8,0,0
390,106.0,130.0,18.0,4.5,0,1
391,81.0,364.80142676767673,42.066287878787875,4.1,0,1
392,75.0,99.0,24.0,3.7,0,0
393,139.0,259.0,46.0,3.8,0,0
394,232.0,299.0,22.0,5.0,0,0
395,45.0,364.80142676767673,42.066287878787875,0.0,0,0
397,192.0,338.23,43.0,4.7,0,1
398,219.0,299.0,27.0,5.0,0,0
399,122.0,149.0,18.0,4.2,0,1
400,170.0,309.92,45.0,4.4,0,0
401,25.79,364.80142676767673,42.066287878787875,3.1,0,0
402,80.0,100.0,20.0,4.3,0,1
403,72.0,100.0,28.0,3.7,0,0
416,85.0,240.0,65.0,4.7,3,1
417,99.0,249.0,60.0,4.3,3,1
418,81.0,230.0,65.0,5.0,3,1
419,159.0,259.0,39.0,3.7,3,1
420,69.0,180.0,62.0,4.3,3,1
421,75.0,195.0,62.0,4.3,3,1
422,85.0,230.0,63.0,4.0,3,1
423,99.0,199.0,50.0,4.1,3,0
424,79.0,210.0,62.0,4.5,3,1
425,57.0,170.0,66.0,5.0,3,1
426,71.0,195.0,64.0,4.3,3,1
427,79.0,140.0,44.0,0.0,3,1
428,89.0,230.0,61.0,4.2,3,1
429,70.0,210.0,67.0,4.0,3,1
430,76.0,230.0,67.0,4.0,3,1
431,76.0,230.0,67.0,3.0,3,1
432,70.0,210.0,67.0,4.0,3,1
433,74.0,230.0,68.0,0.0,3,1
434,69.0,195.0,65.0,5.0,3,1
435,83.0,260.0,68.0,2.0,3,1
436,99.0,260.0,62.0,4.2,3,1
437,60.0,170.0,65.0,2.5,3,1
438,85.0,210.0,60.0,1.0,3,1
439,99.0,150.0,34.0,3.8,3,1
440,79.0,180.0,56.0,1.7,3,1
441,89.0,240.0,63.0,4.0,3,1
442,76.0,210.0,64.0,0.0,3,1
443,85.0,210.0,60.0,5.0,3,1
444,64.0,170.0,62.0,4.0,3,1
445,84.0,260.0,68.0,4.5,3,1
446,99.0,199.0,50.0,3.9,3,0
447,99.0,150.0,34.0,4.1,3,1
448,119.0,170.0,30.0,4.2,3,1
449,159.0,399.0,60.0,3.5,3,1
450,99.0,150.0,34.0,5.0,3,1
451,59.0,99.0,40.0,3.8,3,0
452,59.0,79.0,25.0,3.7,3,1
453,86.0,230.0,63.0,3.0,3,1
454,59.0,79.0,25.0,4.5,3,1
455,81.0,230.0,65.0,1.0,3,1
456,119.0,299.0,60.0,0.0,3,1
457,99.0,249.0,60.0,0.0,3,1
458,99.0,150.0,34.0,0.0,3,1
459,99.0,150.0,34.0,0.0,3,1
460,139.0,349.0,60.0,0.0,3,1
461,99.0,249.0,60.0,0.0,3,1
462,99.0,150.0,34.0,0.0,3,1
463,99.0,150.0,34.0,0.0,3,1
464,99.0,150.0,34.0,0.0,3,1
465,99.0,149.0,34.0,0.0,3,1
466,79.0,199.0,60.0,0.0,3,1
467,99.0,150.0,34.0,0.0,3,1
468,79.0,230.0,66.0,3.0,3,1
469,119.0,129.0,8.0,4.5,3,1
470,89.0,240.0,63.0,3.5,3,1
471,74.0,210.0,65.0,0.0,3,1
472,78.0,210.0,63.0,4.0,3,1
473,44.0,110.0,60.0,3.5,3,1
474,149.0,435.0,66.0,3.0,3,1
475,63.0,115.0,45.0,4.2,3,1
476,92.0,315.0,71.0,0.0,3,1
477,59.0,79.0,25.0,4.7,3,1
478,44.0,120.0,63.0,5.0,3,1
479,69.0,180.0,62.0,0.0,3,1
480,99.0,499.0,80.0,3.5,3,0
481,125.0,219.0,43.0,3.7,3,1
482,89.0,230.0,61.0,0.0,3,1
483,75.0,300.0,75.0,4.0,3,0
484,80.0,240.0,67.0,0.0,3,1
485,69.0,140.0,51.0,5.0,3,1
486,159.0,259.0,39.0,1.0,3,1
487,99.0,249.0,60.0,3.6,3,1
488,59.0,79.0,25.0,4.0,3,1
489,99.0,249.0,60.0,4.7,3,1
490,73.0,195.0,63.0,4.3,3,1
491,89.0,230.0,61.0,3.0,3,1
492,69.0,120.0,43.0,3.7,3,1
493,70.0,180.0,61.0,0.0,3,1
494,169.0,189.0,14.0,3.7,3,0
495,83.0,330.0,75.0,4.0,3,1
496,89.0,149.0,40.0,5.0,3,1
497,99.0,129.0,23.0,3.0,3,1
498,44.0,110.0,60.0,3.0,3,1
499,79.0,300.0,74.0,3.6,3,0
500,59.0,79.0,25.0,5.0,3,1
501,75.0,180.0,58.0,5.0,3,1
502,75.0,120.0,38.0,4.2,3,1
503,73.0,195.0,63.0,0.0,3,1
504,69.0,140.0,51.0,3.8,3,1
505,83.0,230.0,64.0,1.0,3,1
506,259.0,480.0,46.0,3.8,3,1
507,129.0,199.0,35.0,4.5,3,0
520,59.0,99.0,40.0,3.6,3,0
521,380.0,364.80142676767673,42.066287878787875,5.0,3,1
522,35.0,364.80142676767673,42.066287878787875,0.0,3,0
523,124.0,240.0,48.0,4.0,3,1
524,139.0,199.0,30.0,2.0,3,1
525,49.0,100.0,51.0,4.0,3,1
526,69.0,139.0,50.0,0.0,3,1
527,79.0,229.0,66.0,5.0,3,1
528,159.0,259.0,39.0,0.0,3,1
529,75.0,300.0,75.0,3.3,3,0
530,380.0,364.80142676767673,42.066287878787875,0.0,3,1
531,75.0,199.0,62.0,4.3,3,1
532,94.0,199.0,53.0,4.4,3,1
533,380.0,364.80142676767673,42.066287878787875,5.0,3,1
534,59.0,79.0,25.0,5.0,3,1
535,75.92,79.95,5.0,3.6,3,0
536,59.0,79.0,25.0,5.0,3,1
537,59.0,79.0,25.0,4.5,3,1
538,59.0,79.0,25.0,5.0,3,1
539,99.0,150.0,34.0,3.8,3,1
540,254.0,557.0,54.0,2.5,3,1
541,159.0,364.80142676767673,42.066287878787875,2.5,3,0
542,99.0,129.0,23.0,4.0,3,1
543,49.0,80.0,39.0,3.6,3,1
544,99.0,199.0,50.0,3.4,3,0
545,99.0,200.0,51.0,4.2,3,1
546,69.0,99.0,30.0,0.0,3,1
547,69.0,149.0,54.0,5.0,3,0
549,93.0,240.0,61.0,0.0,3,1
550,99.0,149.0,34.0,4.0,3,1
551,68.0,210.0,68.0,5.0,3,1
552,139.0,240.0,42.0,3.8,3,1
553,99.0,149.0,34.0,2.0,3,1
554,119.0,299.0,60.0,4.3,3,1
556,39.0,79.0,51.0,4.7,3,1
557,179.0,249.0,28.0,4.8,3,1
558,189.0,249.0,24.0,4.5,3,0
559,119.0,249.0,52.0,5.0,3,1
572,99.0,199.0,50.0,3.6,3,0
573,69.0,100.0,31.0,0.0,3,1
574,199.0,299.0,33.0,4.3,3,0
575,99.0,129.0,23.0,0.0,3,1
576,89.0,150.0,41.0,4.0,3,1
577,179.0,199.0,20.0,4.5,3,0
578,109.0,349.0,69.0,4.0,3,1
579,99.0,150.0,34.0,4.5,3,1
580,139.0,349.0,60.0,4.0,3,1
581,199.0,364.80142676767673,42.066287878787875,4.3,3,1
582,125.0,249.0,50.0,4.4,3,1
583,85.0,210.0,60.0,1.0,3,1
584,129.0,299.0,57.0,3.6,3,0
585,199.0,629.0,68.0,5.0,3,1
586,179.0,364.80142676767673,42.066287878787875,4.8,3,1
587,99.0,179.0,45.0,0.0,3,1
588,99.0,150.0,34.0,4.0,3,1
589,129.0,199.0,35.0,2.5,3,0
590,129.0,190.0,32.0,3.0,3,1
591,249.0,349.0,29.0,5.0,3,1
592,129.0,149.0,13.0,5.0,3,0
593,95.0,100.0,5.0,3.0,3,0
594,119.0,169.0,30.0,4.2,3,1
595,89.0,119.0,25.0,3.5,3,0
596,249.0,349.0,29.0,5.0,3,1
598,241.0,549.0,56.0,4.0,3,1
599,79.0,364.80142676767673,42.066287878787875,0.0,3,0
600,79.0,119.0,34.0,3.9,3,1
601,74.0,120.0,38.0,4.4,3,1
602,99.0,499.0,80.0,3.6,3,0
603,69.0,149.0,54.0,0.0,3,1
604,159.0,329.0,52.0,0.0,3,0
606,205.0,449.0,54.0,3.7,3,1
607,129.0,190.0,32.0,4.0,3,1
608,99.0,249.0,60.0,0.0,3,1
609,94.0,199.0,53.0,0.0,3,1
610,89.0,179.0,50.0,0.0,3,1
611,163.0,240.0,32.0,4.2,3,1
625,74.0,149.0,50.0,0.0,3,1
626,69.0,259.0,73.0,4.4,3,0
627,139.0,199.0,30.0,5.0,3,1
629,175.0,299.0,41.0,0.0,3,0
630,89.0,179.0,50.0,0.0,3,1
631,49.0,99.0,51.0,5.0,3,1
632,179.0,499.0,64.0,3.0,3,1
633,199.0,259.0,23.0,5.0,3,0
634,99.0,150.0,34.0,4.2,3,1
635,55.0,199.0,72.0,0.0,3,0
636,35.0,69.0,49.0,4.1,3,1
637,76.0,364.80142676767673,42.066287878787875,0.0,3,0
638,99.0,199.0,50.0,0.0,3,0
639,69.99,100.0,30.0,5.0,3,0
640,99.0,249.0,60.0,3.5,3,1
641,99.0,149.0,34.0,0.0,3,1
642,75.0,364.80142676767673,42.066287878787875,4.0,3,0
643,99.0,199.0,50.0,2.5,3,0
644,149.0,379.0,61.0,3.0,3,1
645,99.0,150.0,34.0,4.0,3,1
646,89.0,240.0,63.0,0.0,3,1
647,109.0,149.0,27.0,5.0,3,1
648,209.5,349.0,40.0,0.0,3,1
649,99.0,249.0,60.0,0.0,3,1
650,199.0,499.0,60.0,5.0,3,1
651,179.0,364.80142676767673,42.066287878787875,5.0,3,1
652,140.0,219.0,36.0,4.5,3,1
653,169.0,349.0,52.0,4.0,3,1
654,79.0,199.0,60.0,3.3,3,0
655,249.0,399.0,38.0,3.4,3,0
656,45.0,364.80142676767673,42.066287878787875,4.3,3,0
657,299.0,645.0,63.0,4.3,3,1
658,235.0,310.0,24.0,0.0,3,1
659,49.0,99.0,51.0,3.5,3,0
660,215.0,329.0,35.0,3.5,3,1
661,35.0,364.80142676767673,42.066287878787875,0.0,3,0
662,87.99,119.0,26.0,3.0,3,0
663,89.0,179.0,50.0,5.0,3,1
676,139.0,199.0,30.0,5.0,3,1
677,270.0,479.0,44.0,5.0,3,1
678,99.0,249.0,60.0,1.0,3,1
679,119.0,169.0,30.0,3.0,3,1
680,209.5,349.0,40.0,0.0,3,1
681,199.0,219.0,9.0,4.5,3,0
682,99.0,249.0,60.0,0.0,3,1
683,99.0,229.0,57.0,5.0,3,1
684,169.0,249.0,32.0,5.0,3,1
685,169.0,249.0,32.0,4.3,3,1
686,123.0,199.0,38.0,0.0,3,1
687,73.0,364.80142676767673,42.066287878787875,2.0,3,0
688,129.0,229.0,44.0,3.7,3,1
689,309.0,679.0,55.0,4.3,3,1
690,89.0,149.0,40.0,2.0,3,1
691,149.0,499.0,70.0,0.0,3,1
692,249.0,364.80142676767673,42.066287878787875,4.2,3,1
693,119.0,169.0,30.0,0.0,3,1
694,169.0,364.80142676767673,42.066287878787875,3.7,3,0
695,89.0,129.0,31.0,4.1,3,1
696,241.0,549.0,56.0,4.8,3,1
697,99.0,129.0,23.0,3.5,3,0
698,69.0,199.0,65.0,5.0,3,1
699,79.0,364.80142676767673,42.066287878787875,3.4,3,0
700,249.0,349.0,29.0,5.0,3,1
701,87.99,119.0,26.0,5.0,3,0
702,180.0,290.0,38.0,5.0,3,0
703,69.0,149.0,54.0,1.0,3,0
704,240.0,449.0,47.0,3.2,3,1
705,220.0,395.0,44.0,0.0,3,0
706,99.0,149.0,34.0,4.7,3,1
708,239.0,299.0,20.0,4.0,3,1
709,179.0,199.0,10.0,5.0,3,0
710,89.0,149.0,40.0,0.0,3,1
711,229.0,249.0,8.0,0.0,3,0
712,38.0,65.0,42.0,2.5,3,1
713,249.0,364.80142676767673,42.066287878787875,4.0,3,1
714,129.0,199.0,35.0,5.0,3,1
715,139.0,364.80142676767673,42.066287878787875,3.9,3,1
728,69.0,199.0,65.0,5.0,3,0
729,99.0,159.0,38.0,3.2,3,0
730,79.0,99.0,20.0,0.0,3,1
731,165.0,249.0,34.0,3.6,3,0
732,89.0,129.0,31.0,3.3,3,1
733,199.0,259.0,23.0,5.0,3,0
735,99.0,229.0,57.0,0.0,3,1
736,199.0,364.80142676767673,42.066287878787875,0.0,3,1
737,109.0,349.0,69.0,0.0,3,1
738,55.0,199.0,72.0,0.0,3,0
739,99.0,199.0,50.0,4.0,3,0
740,65.0,364.80142676767673,42.066287878787875,3.0,3,0
741,149.0,399.0,63.0,3.7,3,0
742,129.0,149.0,13.0,0.0,3,1
743,69.0,149.0,54.0,1.0,3,0
744,169.0,299.0,43.0,1.0,3,1
745,59.0,364.80142676767673,42.066287878787875,3.4,3,0
746,99.0,500.0,80.0,3.6,3,0
747,119.0,169.0,30.0,4.7,3,1
748,115.0,199.0,42.0,0.0,3,0
749,139.0,199.0,30.0,0.0,3,1
750,130.0,150.0,13.0,5.0,3,0
751,55.0,364.80142676767673,42.066287878787875,3.1,3,0
752,39.0,364.80142676767673,42.066287878787875,0.0,3,0
753,119.0,199.0,40.0,0.0,3,1
754,98.0,364.80142676767673,42.066287878787875,0.0,3,1
755,89.0,99.0,55.0,3.9,3,0
756,189.0,209.0,10.0,5.0,3,0
757,170.0,364.80142676767673,42.066287878787875,3.3,3,1
758,179.0,199.0,10.0,0.0,3,1
759,179.0,249.0,28.0,5.0,3,1
761,69.0,149.0,54.0,0.0,3,1
762,119.0,199.0,40.0,0.0,3,1
763,74.0,364.80142676767673,42.066287878787875,3.0,3,0
764,99.0,229.0,57.0,0.0,3,1
765,189.0,249.0,24.0,4.3,3,0
766,99.0,149.0,34.0,0.0,3,1
767,239.0,599.0,60.0,2.0,3,1
780,119.0,364.80142676767673,42.066287878787875,4.0,3,0
781,215.0,329.0,35.0,3.5,3,1
783,170.0,364.80142676767673,42.066287878787875,4.0,3,1
784,33.0,59.0,44.0,3.0,3,1
785,79.0,149.0,47.0,3.0,3,1
786,230.0,349.0,34.0,0.0,3,1
787,59.0,170.0,65.0,0.0,3,1
788,119.0,169.0,30.0,0.0,3,1
